timestamp,datetime,open,high,low,close,volume,year,month,day,day_of_week,hour,close_lag_1,close_lag_2,close_lag_3,volume_lag_1,volume_lag_2,volume_lag_3
2024-07-09 15:56:00,2024-07-09 15:56:00+00:00,0.0305027349552133,0.0263373329393488,0.0620163058203431,0.0410927654224586,0.0051188703767696,2024,7,9,1,15,0.0410927654224586,0.0410927654224586,0.0410927654224586,0.0051188703767696,0.0051188703767696,0.0051188703767696
2024-07-09 15:57:00,2024-07-09 15:57:00+00:00,0.0410927654224622,0.0243415666765187,0.0599965516392053,0.0284192009571064,0.0042731076658424,2024,7,9,1,15,0.0410927654224586,0.0410927654224586,0.0410927654224586,0.0051188703767696,0.0051188703767696,0.0051188703767696
2024-07-09 15:58:00,2024-07-09 15:58:00+00:00,0.0284242703828958,0.045713704423143,0.0599965516392053,0.0541516062475579,0.0723606166516646,2024,7,9,1,15,0.0284192009571064,0.0410927654224586,0.0410927654224586,0.0042731076658424,0.0051188703767696,0.0051188703767696
2024-07-09 15:59:00,2024-07-09 15:59:00+00:00,0.0541516062475615,0.0457185485160174,0.0827163230621472,0.0517993926827884,0.0189403137556289,2024,7,9,1,15,0.0541516062475579,0.0284192009571064,0.0410927654224586,0.0723606166516646,0.0042731076658424,0.0051188703767696
2024-07-09 16:00:00,2024-07-09 16:00:00+00:00,0.0517993926827919,0.0495260055125825,0.0781004458237895,0.0581817997475404,0.0247342437361702,2024,7,9,1,16,0.0517993926827884,0.0541516062475579,0.0284192009571064,0.0189403137556289,0.0723606166516646,0.0042731076658424
2024-07-09 16:01:00,2024-07-09 16:01:00+00:00,0.058181799747544,0.0472395936774923,0.0878051183526729,0.0650508716877631,0.0121414116553843,2024,7,9,1,16,0.0581817997475404,0.0517993926827884,0.0541516062475579,0.0247342437361702,0.0189403137556289,0.0723606166516646
2024-07-09 16:02:00,2024-07-09 16:02:00+00:00,0.0650559411135525,0.0825288102423513,0.0930614054533371,0.073876741981433,0.0423711287231436,2024,7,9,1,16,0.0650508716877631,0.0581817997475404,0.0517993926827884,0.0121414116553843,0.0247342437361702,0.0189403137556289
2024-07-09 16:03:00,2024-07-09 16:03:00+00:00,0.0738767419814401,0.0573395273134202,0.0750806670115054,0.0439417827142705,0.0203180612117292,2024,7,9,1,16,0.073876741981433,0.0650508716877631,0.0581817997475404,0.0423711287231436,0.0121414116553843,0.0247342437361702
2024-07-09 16:04:00,2024-07-09 16:04:00+00:00,0.0439468521400598,0.0331142188658049,0.064848887903647,0.0363629911639868,0.0182521231436145,2024,7,9,1,16,0.0439417827142705,0.073876741981433,0.0650508716877631,0.0203180612117292,0.0423711287231436,0.0121414116553843
2024-07-09 16:05:00,2024-07-09 16:05:00+00:00,0.0363680605897762,0.021493240068402,0.0618980763073011,0.0381018042086331,0.0142328201928319,2024,7,9,1,16,0.0363629911639868,0.0439417827142705,0.073876741981433,0.0182521231436145,0.0203180612117292,0.0423711287231436
2024-07-09 16:06:00,2024-07-09 16:06:00+00:00,0.0381018042086402,0.0427345873075104,0.0694056503854803,0.0511352979048034,0.006734862682671,2024,7,9,1,16,0.0381018042086331,0.0363629911639868,0.0439417827142705,0.0142328201928319,0.0182521231436145,0.0203180612117292
2024-07-09 16:07:00,2024-07-09 16:07:00+00:00,0.0511352979048105,0.0612148016101805,0.0799724131136265,0.0735979235631987,0.0263804991667665,2024,7,9,1,16,0.0511352979048034,0.0381018042086331,0.0363629911639868,0.006734862682671,0.0142328201928319,0.0182521231436145
2024-07-09 16:08:00,2024-07-09 16:08:00+00:00,0.073602992988988,0.0941546331326286,0.0871499298012281,0.1141482604265391,0.0281354676350519,2024,7,9,1,16,0.0735979235631987,0.0511352979048034,0.0381018042086331,0.0263804991667665,0.006734862682671,0.0142328201928319
2024-07-09 16:09:00,2024-07-09 16:09:00+00:00,0.1141482604265426,0.1115885233751718,0.1167368654400355,0.0877872463386069,0.032273220737811,2024,7,9,1,16,0.1141482604265391,0.0735979235631987,0.0511352979048034,0.0281354676350519,0.0263804991667665,0.006734862682671
2024-07-09 16:10:00,2024-07-09 16:10:00+00:00,0.0877923157643962,0.0709029873520776,0.1002734057489114,0.0735979235631987,0.0094300698939388,2024,7,9,1,16,0.0877872463386069,0.1141482604265391,0.0735979235631987,0.032273220737811,0.0281354676350519,0.0263804991667665
2024-07-09 16:11:00,2024-07-09 16:11:00+00:00,0.073602992988988,0.0643489296976831,0.1027512992930859,0.0746118087204266,0.0138070220403268,2024,7,9,1,16,0.0735979235631987,0.0877872463386069,0.1141482604265391,0.0094300698939388,0.032273220737811,0.0281354676350519
2024-07-09 16:12:00,2024-07-09 16:12:00+00:00,0.0746168781462159,0.0647219248487438,0.1048892829872691,0.0786724187751204,0.0069861843251565,2024,7,9,1,16,0.0746118087204266,0.0735979235631987,0.0877872463386069,0.0138070220403268,0.0094300698939388,0.032273220737811
2024-07-09 16:13:00,2024-07-09 16:13:00+00:00,0.0786774882009098,0.0844664473907315,0.1088302667553406,0.1040094088542566,0.0331438575469288,2024,7,9,1,16,0.0786724187751204,0.0746118087204266,0.0735979235631987,0.0069861843251565,0.0138070220403268,0.0094300698939388
2024-07-09 16:14:00,2024-07-09 16:14:00+00:00,0.104014478280046,0.0998512863488656,0.1285302593659949,0.1100977892234134,0.0242988711160529,2024,7,9,1,16,0.1040094088542566,0.0786724187751204,0.0746118087204266,0.0331438575469288,0.0069861843251565,0.0138070220403268
2024-07-09 16:15:00,2024-07-09 16:15:00+00:00,0.1101028586492027,0.1261256460808901,0.1393679647281978,0.1439057897911873,0.0242752981912637,2024,7,9,1,16,0.1100977892234134,0.1040094088542566,0.0786724187751204,0.0242988711160529,0.0331438575469288,0.0069861843251565
2024-07-09 16:16:00,2024-07-09 16:16:00+00:00,0.1439108592169766,0.1348450132485972,0.1658316707308103,0.1373307445465634,0.0113514801264901,2024,7,9,1,16,0.1439057897911873,0.1100977892234134,0.1040094088542566,0.0242752981912637,0.0242988711160529,0.0331438575469288
2024-07-09 16:17:00,2024-07-09 16:17:00+00:00,0.1373358139723528,0.1261256460808901,0.1522845390280558,0.1233898236346782,0.0273637308475543,2024,7,9,1,16,0.1373307445465634,0.1439057897911873,0.1100977892234134,0.0113514801264901,0.0242752981912637,0.0242988711160529
2024-07-09 16:18:00,2024-07-09 16:18:00+00:00,0.1233948930604675,0.1450515169276833,0.1522894652577697,0.1597730925018119,0.0477247307815306,2024,7,9,1,16,0.1233898236346782,0.1373307445465634,0.1439057897911873,0.0273637308475543,0.0113514801264901,0.0242752981912637
2024-07-09 16:19:00,2024-07-09 16:19:00+00:00,0.1597730925018119,0.1393936164544165,0.1613192443163633,0.1357135977207839,0.0333915901194487,2024,7,9,1,16,0.1597730925018119,0.1233898236346782,0.1373307445465634,0.0477247307815306,0.0273637308475543,0.0113514801264901
2024-07-09 16:20:00,2024-07-09 16:20:00+00:00,0.1357135977207875,0.1222503717841299,0.149136678243309,0.1435509299861586,0.0208703117326296,2024,7,9,1,16,0.1357135977207839,0.1597730925018119,0.1233898236346782,0.0333915901194487,0.0477247307815306,0.0273637308475543
2024-07-09 16:21:00,2024-07-09 16:21:00+00:00,0.1435559994119479,0.2201010477772911,0.1718810808147992,0.2459533308662109,0.1042643475159173,2024,7,9,1,16,0.1435509299861586,0.1357135977207839,0.1597730925018119,0.0208703117326296,0.0333915901194487,0.0477247307815306
2024-07-09 16:22:00,2024-07-09 16:22:00+00:00,0.2459584002920003,0.2246351187044979,0.2158082711396858,0.2003284987909417,0.0408640880033883,2024,7,9,1,16,0.2459533308662109,0.1435509299861586,0.1357135977207839,0.1042643475159173,0.0208703117326296,0.0333915901194487
2024-07-09 16:23:00,2024-07-09 16:23:00+00:00,0.2003335682167311,0.2026720016276151,0.2122761644375508,0.1952540035790129,0.0287444384731428,2024,7,9,1,16,0.2003284987909417,0.2459533308662109,0.1435509299861586,0.0408640880033883,0.1042643475159173,0.0208703117326296
